model,epoch,average_loss,accuracy,correct_data,total_data,distance
58,146,0.13074390783454432,96.59595959595958,9563,9900,1.3180246337909798
71,146,0.061319176194944765,98.5050505050505,9752,9900,1.2938391300035366
global,146,0.05962892859572112,98.4949494949495,9751,9900
13,147,0.07393969750615081,98.1010101010101,9712,9900,1.1740222840151961
36,147,0.03968674116401058,99.0,9801,9900,1.2562246310581013
58,147,0.04960433248016569,98.75757575757575,9777,9900,1.2173287345225559
71,147,0.12001967022515307,96.76767676767678,9580,9900,1.3480814387428874
global,147,0.05898499056847409,98.5050505050505,9752,9900
13,148,0.04788779031974499,98.7878787878788,9780,9900,1.261916201232033
36,148,0.08617745443124963,97.69696969696969,9672,9900,1.3116544088609248
58,148,0.08220385544378347,97.80808080808082,9683,9900,1.2245205446967644
71,148,0.05019354753120981,98.68686868686869,9770,9900,1.3025019265305224
global,148,0.057477383589503744,98.5050505050505,9752,9900
13,149,0.09332353719858208,97.28282828282828,9631,9900,1.2685534188702519
36,149,0.04907545438168025,98.67676767676767,9769,9900,1.3150806487847913
58,149,0.16488446282617975,95.66666666666667,9471,9900,1.311329864964426
71,149,0.020090892574552335,99.57575757575758,9858,9900,1.3276932856191224
global,149,0.05934836771903616,98.46464646464646,9748,9900
13,150,0.030507727289064365,99.19191919191918,9820,9900,1.1891897125969375
36,150,0.04871149627623534,98.66666666666667,9768,9900,1.2842039156756777
58,150,0.1929616575770908,94.77777777777779,9383,9900,1.2569314939605694
71,150,0.055327994355348624,98.67676767676767,9769,9900,1.3389076989164157
global,150,0.06104636516233888,98.42424242424242,9744,9900
13,151,0.08763455675105856,97.68686868686869,9671,9900,1.1614170608828218
36,151,0.08021126282185015,98.01010101010101,9703,9900,1.211080333530574
58,151,0.03072794057692241,99.12121212121212,9813,9900,1.3187550494924478
71,151,0.03676175047728148,99.02020202020202,9803,9900,1.2235973989320004
global,151,0.06475977541220308,98.27272727272728,9729,9900
13,152,0.08866045904580992,97.71717171717171,9674,9900,1.165991957023323
36,152,0.05549367584664412,98.57575757575758,9759,9900,1.278984299540248
